identifier1	identifier2	annotator	judgment	comment	lemma	timestamp	identifier1_system	identifier2_system
depressed_22	depressed_28	ajejohansson	4.0		depressed	2025-01-05 16:52:39.96	1394705	1394712
depressed_27	depressed_22	ajejohansson	2.0		depressed	2025-01-05 17:00:10.009	1394697	1394705
depressed_22	depressed_23	ajejohansson	4.0		depressed	2025-01-05 21:34:48.885	1394705	1394713
depressed_28	depressed_48	ajejohansson	2.0		depressed	2025-01-05 21:29:43.538	1394712	1394701
depressed_28	depressed_38	ajejohansson	2.0		depressed	2025-01-05 21:40:21.168	1394712	1394702
depressed_28	depressed_9	ajejohansson	2.0		depressed	2025-01-05 17:04:57.527	1394712	1394699
depressed_28	depressed_2	ajejohansson	2.0		depressed	2025-01-05 21:06:25.427	1394712	1394700
depressed_28	depressed_27	ajejohansson	2.0		depressed	2025-01-05 16:59:39.207	1394712	1394697
depressed_28	depressed_12	ajejohansson	2.0		depressed	2025-01-05 16:55:30.146	1394712	1394698
depressed_4	depressed_38	ajejohansson	4.0		depressed	2025-01-05 21:22:53.148	1394704	1394702
depressed_28	depressed_5	ajejohansson	2.0		depressed	2025-01-05 21:39:57.451	1394712	1394710
depressed_4	depressed_9	ajejohansson	4.0		depressed	2025-01-05 18:09:10.013	1394704	1394699
depressed_28	depressed_10	ajejohansson	2.0		depressed	2025-01-05 21:32:56.828	1394712	1394707
depressed_4	depressed_27	ajejohansson	4.0		depressed	2025-01-05 18:17:20.602	1394704	1394697
depressed_4	depressed_12	ajejohansson	2.0		depressed	2025-01-05 17:24:00.816	1394704	1394698
depressed_28	depressed_11	ajejohansson	4.0		depressed	2025-01-05 17:42:55.347	1394712	1394706
depressed_28	depressed_4	ajejohansson	2.0		depressed	2025-01-05 17:01:23.616	1394712	1394704
depressed_4	depressed_5	ajejohansson	4.0		depressed	2025-01-05 16:55:04.029	1394704	1394710
depressed_4	depressed_36	ajejohansson	2.0		depressed	2025-01-05 18:09:38.373	1394704	1394708
depressed_28	depressed_31	ajejohansson	2.0		depressed	2025-01-05 21:12:14.022	1394712	1394716
depressed_4	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:22:17.49	1394704	1394705
depressed_28	depressed_23	ajejohansson	4.0		depressed	2025-01-05 18:10:12.897	1394712	1394713
depressed_4	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:40:24.204	1394704	1394706
depressed_28	depressed_3	ajejohansson	2.0		depressed	2025-01-05 17:23:37.775	1394712	1394714
depressed_4	depressed_6	ajejohansson	2.0		depressed	2025-01-05 21:45:35.44	1394704	1394703
depressed_4	depressed_31	ajejohansson	4.0		depressed	2025-01-05 21:43:13.814	1394704	1394716
depressed_4	depressed_23	ajejohansson	2.0		depressed	2025-01-05 21:45:58.633	1394704	1394713
depressed_4	depressed_3	ajejohansson	4.0		depressed	2025-01-05 16:55:42.083	1394704	1394714
depressed_33	depressed_48	ajejohansson	3.0		depressed	2025-01-05 17:44:56.665	1394711	1394701
depressed_33	depressed_9	ajejohansson	4.0		depressed	2025-01-05 17:43:46.294	1394711	1394699
depressed_6	depressed_48	ajejohansson	2.0		depressed	2025-01-05 21:39:52.411	1394703	1394701
depressed_33	depressed_10	ajejohansson	2.0		depressed	2025-01-05 18:05:10.859	1394711	1394707
depressed_33	depressed_4	ajejohansson	4.0		depressed	2025-01-05 18:06:36.323	1394711	1394704
depressed_6	depressed_27	ajejohansson	2.0		depressed	2025-01-05 21:38:25.026	1394703	1394697
depressed_33	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:08:04.082	1394711	1394705
depressed_33	depressed_6	ajejohansson	2.0		depressed	2025-01-05 17:39:48.806	1394711	1394703
depressed_6	depressed_8	ajejohansson	2.0		depressed	2025-01-05 21:27:17.584	1394703	1394709
depressed_6	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:35:48.207	1394703	1394706
depressed_33	depressed_3	ajejohansson	2.0		depressed	2025-01-05 18:19:18.992	1394711	1394714
depressed_6	depressed_10	ajejohansson	2.0		depressed	2025-01-05 21:10:37.399	1394703	1394707
depressed_33	depressed_30	ajejohansson	2.0		depressed	2025-01-05 21:33:11.732	1394711	1394715
depressed_33	depressed_28	ajejohansson	2.0		depressed	2025-01-05 21:18:36.317	1394711	1394712
depressed_33	depressed_23	ajejohansson	2.0		depressed	2025-01-05 21:33:15.005	1394711	1394713
depressed_33	depressed_5	ajejohansson	2.0		depressed	2025-01-05 21:45:23.0	1394711	1394710
depressed_6	depressed_31	ajejohansson	2.0		depressed	2025-01-05 18:04:33.876	1394703	1394716
depressed_6	depressed_3	ajejohansson	2.0		depressed	2025-01-05 21:40:02.813	1394703	1394714
depressed_6	depressed_28	ajejohansson	2.0		depressed	2025-01-05 21:44:07.064	1394703	1394712
depressed_6	depressed_5	ajejohansson	2.0		depressed	2025-01-05 18:15:36.439	1394703	1394710
depressed_5	depressed_27	ajejohansson	3.0		depressed	2025-01-05 17:34:07.05	1394710	1394697
depressed_5	depressed_12	ajejohansson	2.0		depressed	2025-01-05 21:44:12.53	1394710	1394698
depressed_48	depressed_31	ajejohansson	2.0		depressed	2025-01-05 21:42:04.213	1394701	1394716
depressed_38	depressed_9	ajejohansson	4.0		depressed	2025-01-05 21:21:49.511	1394702	1394699
depressed_38	depressed_2	ajejohansson	2.0		depressed	2025-01-05 21:33:51.515	1394702	1394700
depressed_5	depressed_36	ajejohansson	2.0		depressed	2025-01-05 17:31:40.716	1394710	1394708
depressed_38	depressed_27	ajejohansson	4.0		depressed	2025-01-05 18:05:02.12	1394702	1394697
depressed_5	depressed_22	ajejohansson	2.0		depressed	2025-01-05 18:08:40.417	1394710	1394705
depressed_38	depressed_12	ajejohansson	2.0		depressed	2025-01-05 18:21:28.43	1394702	1394698
depressed_5	depressed_11	ajejohansson	2.0		depressed	2025-01-05 18:08:59.614	1394710	1394706
depressed_5	depressed_38	ajejohansson	2.0		depressed	2025-01-05 17:56:48.27	1394710	1394702
depressed_38	depressed_36	ajejohansson	2.0		depressed	2025-01-05 18:20:23.911	1394702	1394708
depressed_5	depressed_31	ajejohansson	3.0		depressed	2025-01-05 21:22:49.177	1394710	1394716
depressed_38	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:46:01.031	1394702	1394705
depressed_5	depressed_23	ajejohansson	2.0		depressed	2025-01-05 21:29:39.779	1394710	1394713
depressed_38	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:21:05.059	1394702	1394706
depressed_5	depressed_3	ajejohansson	3.0		depressed	2025-01-05 21:18:54.846	1394710	1394714
depressed_38	depressed_6	ajejohansson	2.0		depressed	2025-01-05 21:39:21.726	1394702	1394703
depressed_38	depressed_30	ajejohansson	2.0		depressed	2025-01-05 17:40:25.549	1394702	1394715
depressed_38	depressed_23	ajejohansson	2.0		depressed	2025-01-05 17:01:57.135	1394702	1394713
depressed_38	depressed_33	ajejohansson	4.0		depressed	2025-01-05 21:45:27.236	1394702	1394711
depressed_38	depressed_8	ajejohansson	2.0		depressed	2025-01-05 21:29:51.479	1394702	1394709
depressed_8	depressed_9	ajejohansson	2.0		depressed	2025-01-05 21:12:27.984	1394709	1394699
depressed_8	depressed_27	ajejohansson	2.0		depressed	2025-01-05 21:15:09.829	1394709	1394697
depressed_2	depressed_30	ajejohansson	2.0		depressed	2025-01-05 17:04:34.223	1394700	1394715
depressed_48	depressed_12	ajejohansson	2.0		depressed	2025-01-05 21:30:09.17	1394701	1394698
depressed_8	depressed_11	ajejohansson	4.0		depressed	2025-01-05 21:23:33.682	1394709	1394706
depressed_48	depressed_9	ajejohansson	3.0		depressed	2025-01-05 16:59:22.119	1394701	1394699
depressed_8	depressed_10	ajejohansson	2.0		depressed	2025-01-05 18:15:01.166	1394709	1394707
depressed_8	depressed_4	ajejohansson	2.0		depressed	2025-01-05 18:15:54.436	1394709	1394704
depressed_48	depressed_27	ajejohansson	3.0		depressed	2025-01-05 21:17:46.823	1394701	1394697
depressed_8	depressed_48	ajejohansson	2.0		depressed	2025-01-05 21:38:58.058	1394709	1394701
depressed_48	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:39:15.604	1394701	1394706
depressed_8	depressed_3	ajejohansson	2.0		depressed	2025-01-05 21:41:32.583	1394709	1394714
depressed_48	depressed_4	ajejohansson	3.0		depressed	2025-01-05 21:18:19.291	1394701	1394704
depressed_8	depressed_28	ajejohansson	4.0		depressed	2025-01-05 21:41:35.672	1394709	1394712
depressed_48	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:25:12.291	1394701	1394705
depressed_8	depressed_23	ajejohansson	4.0		depressed	2025-01-05 17:31:21.233	1394709	1394713
depressed_48	depressed_38	ajejohansson	2.0		depressed	2025-01-05 18:07:52.59	1394701	1394702
depressed_8	depressed_5	ajejohansson	2.0		depressed	2025-01-05 21:42:57.058	1394709	1394710
depressed_8	depressed_33	ajejohansson	2.0		depressed	2025-01-05 21:43:22.312	1394709	1394711
depressed_48	depressed_30	ajejohansson	2.0		depressed	2025-01-05 18:05:26.345	1394701	1394715
depressed_48	depressed_23	ajejohansson	2.0		depressed	2025-01-05 17:31:23.987	1394701	1394713
depressed_48	depressed_5	ajejohansson	3.0		depressed	2025-01-05 21:45:49.768	1394701	1394710
depressed_8	depressed_31	ajejohansson	2.0		depressed	2025-01-05 21:40:17.198	1394709	1394716
depressed_31	depressed_22	ajejohansson	2.0		depressed	2025-01-05 18:09:13.071	1394716	1394705
depressed_31	depressed_38	ajejohansson	4.0		depressed	2025-01-05 21:19:28.773	1394716	1394702
depressed_9	depressed_3	ajejohansson	2.0		depressed	2025-01-05 18:19:54.576	1394699	1394714
depressed_31	depressed_9	ajejohansson	4.0		depressed	2025-01-05 17:23:32.504	1394716	1394699
depressed_9	depressed_30	ajejohansson	2.0		depressed	2025-01-05 17:00:57.611	1394699	1394715
depressed_31	depressed_2	ajejohansson	2.0		depressed	2025-01-05 21:26:51.535	1394716	1394700
depressed_2	depressed_27	ajejohansson	2.0		depressed	2025-01-05 18:07:06.777	1394700	1394697
depressed_2	depressed_12	ajejohansson	2.0		depressed	2025-01-05 21:46:09.643	1394700	1394698
depressed_36	depressed_11	ajejohansson	4.0		depressed	2025-01-05 17:40:16.579	1394708	1394706
depressed_36	depressed_6	ajejohansson	2.0		depressed	2025-01-05 21:34:59.852	1394708	1394703
depressed_31	depressed_33	ajejohansson	4.0		depressed	2025-01-05 21:30:22.274	1394716	1394711
depressed_36	depressed_48	ajejohansson	2.0		depressed	2025-01-05 21:23:15.794	1394708	1394701
depressed_36	depressed_9	ajejohansson	2.0		depressed	2025-01-05 21:44:16.66	1394708	1394699
depressed_36	depressed_2	ajejohansson	2.0		depressed	2025-01-05 21:29:28.721	1394708	1394700
depressed_36	depressed_3	ajejohansson	2.0		depressed	2025-01-05 18:04:48.961	1394708	1394714
depressed_2	depressed_6	ajejohansson	2.0		depressed	2025-01-05 21:21:11.085	1394700	1394703
depressed_36	depressed_33	ajejohansson	2.0		depressed	2025-01-05 21:08:33.294	1394708	1394711
depressed_2	depressed_4	ajejohansson	3.0		depressed	2025-01-05 21:18:30.584	1394700	1394704
depressed_36	depressed_28	ajejohansson	4.0		depressed	2025-01-05 21:32:39.785	1394708	1394712
depressed_2	depressed_48	ajejohansson	3.0		depressed	2025-01-05 21:30:37.974	1394700	1394701
depressed_36	depressed_8	ajejohansson	4.0		depressed	2025-01-05 17:57:00.624	1394708	1394709
depressed_2	depressed_9	ajejohansson	2.0		depressed	2025-01-05 17:33:43.122	1394700	1394699
depressed_2	depressed_3	ajejohansson	4.0		depressed	2025-01-05 21:47:13.411	1394700	1394714
depressed_2	depressed_33	ajejohansson	2.0		depressed	2025-01-05 21:17:09.227	1394700	1394711
depressed_2	depressed_8	ajejohansson	2.0		depressed	2025-01-05 17:22:26.462	1394700	1394709
depressed_2	depressed_5	ajejohansson	4.0		depressed	2025-01-05 21:46:23.786	1394700	1394710
depressed_36	depressed_30	ajejohansson	4.0		depressed	2025-01-05 21:28:32.594	1394708	1394715
depressed_36	depressed_31	ajejohansson	2.0		depressed	2025-01-05 21:45:55.315	1394708	1394716
depressed_30	depressed_4	ajejohansson	2.0		depressed	2025-01-05 21:17:40.578	1394715	1394704
depressed_30	depressed_6	ajejohansson	2.0		depressed	2025-01-05 21:42:46.462	1394715	1394703
depressed_12	depressed_31	ajejohansson	2.0		depressed	2025-01-05 18:09:04.468	1394698	1394716
depressed_30	depressed_12	ajejohansson	2.0		depressed	2025-01-05 17:14:07.543	1394715	1394698
depressed_12	depressed_3	ajejohansson	2.0		depressed	2025-01-05 17:19:30.568	1394698	1394714
depressed_10	depressed_4	ajejohansson	2.0		depressed	2025-01-05 21:07:44.585	1394707	1394704
depressed_30	depressed_28	ajejohansson	4.0		depressed	2025-01-05 21:37:45.347	1394715	1394712
depressed_10	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:42:51.14	1394707	1394705
depressed_30	depressed_23	ajejohansson	4.0		depressed	2025-01-05 21:15:54.248	1394715	1394713
depressed_10	depressed_38	ajejohansson	2.0		depressed	2025-01-05 17:43:33.99	1394707	1394702
depressed_30	depressed_5	ajejohansson	2.0		depressed	2025-01-05 21:32:25.961	1394715	1394710
depressed_10	depressed_2	ajejohansson	3.0		depressed	2025-01-05 21:43:06.762	1394707	1394700
depressed_10	depressed_48	ajejohansson	2.0		depressed	2025-01-05 21:36:37.913	1394707	1394701
depressed_30	depressed_8	ajejohansson	4.0		depressed	2025-01-05 17:35:13.342	1394715	1394709
depressed_10	depressed_5	ajejohansson	3.0		depressed	2025-01-05 18:17:26.209	1394707	1394710
depressed_9	depressed_6	ajejohansson	2.0		depressed	2025-01-05 17:24:19.24	1394699	1394703
depressed_10	depressed_36	ajejohansson	2.0		depressed	2025-01-05 21:34:26.667	1394707	1394708
depressed_30	depressed_31	ajejohansson	2.0		depressed	2025-01-05 17:49:14.181	1394715	1394716
depressed_10	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:30:54.032	1394707	1394706
depressed_9	depressed_23	ajejohansson	2.0		depressed	2025-01-05 17:30:42.026	1394699	1394713
depressed_9	depressed_5	ajejohansson	2.0		depressed	2025-01-05 21:28:27.721	1394699	1394710
depressed_10	depressed_31	ajejohansson	3.0		depressed	2025-01-05 17:02:28.81	1394707	1394716
depressed_9	depressed_11	ajejohansson	2.0		depressed	2025-01-05 21:39:07.606	1394699	1394706
depressed_10	depressed_3	ajejohansson	2.0		depressed	2025-01-05 18:06:27.653	1394707	1394714
depressed_9	depressed_10	ajejohansson	2.0		depressed	2025-01-05 21:31:21.066	1394699	1394707
depressed_10	depressed_30	ajejohansson	2.0		depressed	2025-01-05 21:34:23.497	1394707	1394715
depressed_27	depressed_31	ajejohansson	4.0		depressed	2025-01-05 17:14:02.092	1394697	1394716
depressed_3	depressed_48	ajejohansson	3.0		depressed	2025-01-05 21:20:17.731	1394714	1394701
depressed_3	depressed_38	ajejohansson	2.0		depressed	2025-01-05 21:14:59.278	1394714	1394702
depressed_27	depressed_30	ajejohansson	2.0		depressed	2025-01-05 18:16:45.641	1394697	1394715
depressed_3	depressed_27	ajejohansson	3.0		depressed	2025-01-05 18:15:48.534	1394714	1394697
depressed_11	depressed_2	ajejohansson	2.0		depressed	2025-01-05 21:34:44.304	1394706	1394700
depressed_11	depressed_27	ajejohansson	2.0		depressed	2025-01-05 21:33:42.768	1394706	1394697
depressed_11	depressed_12	ajejohansson	2.0		depressed	2025-01-05 21:34:06.446	1394706	1394698
depressed_12	depressed_6	ajejohansson	4.0		depressed	2025-01-05 17:36:40.214	1394698	1394703
depressed_11	depressed_33	ajejohansson	2.0		depressed	2025-01-05 21:36:23.563	1394706	1394711
depressed_12	depressed_9	ajejohansson	2.0		depressed	2025-01-05 17:13:45.255	1394698	1394699
depressed_3	depressed_30	ajejohansson	2.0		depressed	2025-01-05 21:20:02.546	1394714	1394715
depressed_3	depressed_31	ajejohansson	2.0		depressed	2025-01-05 17:35:07.064	1394714	1394716
depressed_12	depressed_27	ajejohansson	2.0		depressed	2025-01-05 21:09:21.863	1394698	1394697
depressed_12	depressed_33	ajejohansson	2.0		depressed	2025-01-05 21:44:49.228	1394698	1394711
depressed_12	depressed_8	ajejohansson	2.0		depressed	2025-01-05 21:10:46.288	1394698	1394709
depressed_12	depressed_10	ajejohansson	2.0		depressed	2025-01-05 17:43:09.114	1394698	1394707
depressed_11	depressed_30	ajejohansson	4.0		depressed	2025-01-05 21:29:47.617	1394706	1394715
depressed_12	depressed_36	ajejohansson	2.0		depressed	2025-01-05 21:47:05.962	1394698	1394708
depressed_11	depressed_31	ajejohansson	2.0		depressed	2025-01-05 18:09:51.965	1394706	1394716
depressed_12	depressed_22	ajejohansson	2.0		depressed	2025-01-05 21:25:10.071	1394698	1394705
depressed_11	depressed_23	ajejohansson	4.0		depressed	2025-01-05 21:23:23.632	1394706	1394713
depressed_11	depressed_3	ajejohansson	2.0		depressed	2025-01-05 21:36:32.008	1394706	1394714
