identifier1	identifier2	annotator	judgment	comment	lemma	timestamp	identifier1_system	identifier2_system
lame_26	lame_22	ajejohansson	2.0		lame	2025-01-04 00:34:38.578	1394720	1394725
lame_26	lame_25	ajejohansson	2.0		lame	2025-01-04 23:35:40.465	1394720	1394726
lame_9	lame_15	ajejohansson	4.0		lame	2025-01-04 21:33:54.401	1394728	1394734
lame_9	lame_13	ajejohansson	2.0		lame	2025-01-04 23:32:15.541	1394728	1394731
lame_9	lame_27	ajejohansson	2.0		lame	2025-01-04 23:35:24.695	1394728	1394732
lame_26	lame_2	ajejohansson	2.0		lame	2025-01-04 22:24:04.65	1394720	1394721
lame_9	lame_18	ajejohansson	2.0		lame	2025-01-04 23:38:24.955	1394728	1394729
lame_26	lame_33	ajejohansson	3.0		lame	2025-01-04 23:32:03.031	1394720	1394722
lame_8	lame_31	ajejohansson	4.0		lame	2025-01-04 23:33:19.12	1394736	1394735
lame_26	lame_18	ajejohansson	2.0		lame	2025-01-04 23:04:37.498	1394720	1394729
lame_26	lame_17	ajejohansson	3.0		lame	2025-01-04 21:44:54.574	1394720	1394730
lame_26	lame_9	ajejohansson	4.0		lame	2025-01-04 22:21:22.375	1394720	1394728
lame_31	lame_24	ajejohansson	4.0		lame	2025-01-04 21:33:42.0	1394735	1394723
lame_20	lame_31	ajejohansson	4.0		lame	2025-01-04 22:23:56.607	1394718	1394735
lame_31	lame_26	ajejohansson	2.0		lame	2025-01-04 23:03:12.199	1394735	1394720
lame_20	lame_12	ajejohansson	2.0		lame	2025-01-04 21:32:39.566	1394718	1394733
lame_23	lame_21	ajejohansson	4.0		lame	2025-01-04 20:26:44.805	1394719	1394717
lame_31	lame_17	ajejohansson	2.0		lame	2025-01-04 23:37:48.606	1394735	1394730
lame_16	lame_24	ajejohansson	3.0		lame	2025-01-04 21:53:47.501	1394727	1394723
lame_31	lame_13	ajejohansson	4.0		lame	2025-01-04 20:34:40.369	1394735	1394731
lame_16	lame_26	ajejohansson	3.0		lame	2025-01-04 21:15:59.95	1394727	1394720
lame_31	lame_9	ajejohansson	2.0		lame	2025-01-04 21:37:41.448	1394735	1394728
lame_16	lame_2	ajejohansson	2.0		lame	2025-01-04 00:28:31.236	1394727	1394721
lame_31	lame_25	ajejohansson	2.0		lame	2025-01-04 22:38:23.88	1394735	1394726
lame_16	lame_27	ajejohansson	3.0		lame	2025-01-04 22:44:39.505	1394727	1394732
lame_16	lame_12	ajejohansson	4.0		lame	2025-01-04 22:46:46.065	1394727	1394733
lame_23	lame_24	ajejohansson	4.0		lame	2025-01-04 23:03:17.982	1394719	1394723
lame_23	lame_26	ajejohansson	2.0		lame	2025-01-04 21:41:20.162	1394719	1394720
lame_16	lame_9	ajejohansson	3.0		lame	2025-01-04 22:03:08.201	1394727	1394728
lame_31	lame_15	ajejohansson	4.0		lame	2025-01-04 22:38:59.507	1394735	1394734
lame_23	lame_27	ajejohansson	4.0		lame	2025-01-04 21:32:43.888	1394719	1394732
lame_23	lame_12	ajejohansson	3.0		lame	2025-01-04 23:35:10.358	1394719	1394733
lame_8	lame_20	ajejohansson	4.0		lame	2025-01-04 00:38:43.237	1394736	1394718
lame_23	lame_13	ajejohansson	2.0		lame	2025-01-04 22:00:27.929	1394719	1394731
lame_23	lame_9	ajejohansson	2.0		lame	2025-01-04 20:32:24.618	1394719	1394728
lame_16	lame_8	ajejohansson	2.0		lame	2025-01-04 21:20:32.801	1394727	1394736
lame_23	lame_25	ajejohansson	4.0		lame	2025-01-04 23:37:50.943	1394719	1394726
lame_16	lame_15	ajejohansson	2.0		lame	2025-01-04 22:17:28.57	1394727	1394734
lame_23	lame_16	ajejohansson	3.0		lame	2025-01-04 22:45:10.218	1394719	1394727
lame_16	lame_31	ajejohansson	2.0		lame	2025-01-04 23:28:21.801	1394727	1394735
lame_15	lame_29	ajejohansson	2.0		lame	2025-01-04 22:52:48.661	1394734	1394724
lame_21	lame_8	ajejohansson	2.0		lame	2025-01-04 22:45:31.381	1394717	1394736
lame_15	lame_2	ajejohansson	4.0		lame	2025-01-04 23:32:51.422	1394734	1394721
lame_21	lame_15	ajejohansson	2.0		lame	2025-01-04 20:47:56.07	1394717	1394734
lame_15	lame_23	ajejohansson	2.0		lame	2025-01-04 23:37:22.379	1394734	1394719
lame_15	lame_26	ajejohansson	2.0		lame	2025-01-04 22:18:10.526	1394734	1394720
lame_21	lame_27	ajejohansson	4.0		lame	2025-01-04 22:51:38.475	1394717	1394732
lame_15	lame_20	ajejohansson	4.0		lame	2025-01-04 23:33:02.514	1394734	1394718
lame_25	lame_24	ajejohansson	4.0		lame	2025-01-04 23:35:58.8	1394726	1394723
lame_15	lame_27	ajejohansson	2.0		lame	2025-01-04 21:32:04.939	1394734	1394732
lame_25	lame_33	ajejohansson	2.0		lame	2025-01-04 22:35:45.801	1394726	1394722
lame_15	lame_17	ajejohansson	2.0		lame	2025-01-04 22:17:18.742	1394734	1394730
lame_25	lame_21	ajejohansson	4.0		lame	2025-01-04 00:14:32.855	1394726	1394717
lame_15	lame_22	ajejohansson	2.0		lame	2025-01-04 23:04:03.586	1394734	1394725
lame_25	lame_20	ajejohansson	2.0		lame	2025-01-04 23:06:06.334	1394726	1394718
lame_15	lame_25	ajejohansson	2.0		lame	2025-01-04 23:33:27.53	1394734	1394726
lame_25	lame_27	ajejohansson	4.0		lame	2025-01-04 20:47:40.361	1394726	1394732
lame_25	lame_18	ajejohansson	2.0		lame	2025-01-04 23:35:29.026	1394726	1394729
lame_20	lame_33	ajejohansson	2.0		lame	2025-01-04 23:04:29.992	1394718	1394722
lame_20	lame_23	ajejohansson	2.0		lame	2025-01-04 22:47:12.618	1394718	1394719
lame_25	lame_16	ajejohansson	3.0		lame	2025-01-04 21:44:05.187	1394726	1394727
lame_20	lame_26	ajejohansson	2.0		lame	2025-01-04 23:35:54.5	1394718	1394720
lame_25	lame_9	ajejohansson	2.0		lame	2025-01-04 22:37:17.075	1394726	1394728
lame_20	lame_21	ajejohansson	2.0		lame	2025-01-04 22:00:17.682	1394718	1394717
lame_15	lame_12	ajejohansson	2.0		lame	2025-01-04 22:45:27.241	1394734	1394733
lame_20	lame_13	ajejohansson	4.0		lame	2025-01-04 00:27:28.13	1394718	1394731
lame_31	lame_21	ajejohansson	2.0		lame	2025-01-04 20:38:42.926	1394735	1394717
lame_20	lame_18	ajejohansson	4.0		lame	2025-01-04 21:32:49.048	1394718	1394729
lame_20	lame_17	ajejohansson	2.0		lame	2025-01-04 23:32:10.061	1394718	1394730
lame_20	lame_16	ajejohansson	2.0		lame	2025-01-04 22:42:04.727	1394718	1394727
lame_20	lame_9	ajejohansson	2.0		lame	2025-01-04 23:03:06.483	1394718	1394728
lame_25	lame_8	ajejohansson	2.0		lame	2025-01-04 23:33:06.009	1394726	1394736
lame_20	lame_22	ajejohansson	2.0		lame	2025-01-04 23:02:51.771	1394718	1394725
lame_25	lame_12	ajejohansson	3.0		lame	2025-01-04 22:56:10.752	1394726	1394733
lame_12	lame_26	ajejohansson	3.0		lame	2025-01-04 22:33:50.732	1394733	1394720
lame_12	lame_21	ajejohansson	2.0		lame	2025-01-04 23:02:59.498	1394733	1394717
lame_22	lame_33	ajejohansson	2.0		lame	2025-01-04 23:06:09.854	1394725	1394722
lame_22	lame_24	ajejohansson	4.0		lame	2025-01-04 23:32:21.193	1394725	1394723
lame_12	lame_9	ajejohansson	2.0		lame	2025-01-04 22:43:17.824	1394733	1394728
lame_22	lame_23	ajejohansson	4.0		lame	2025-01-04 23:35:43.684	1394725	1394719
lame_21	lame_33	ajejohansson	2.0		lame	2025-01-04 23:32:47.819	1394717	1394722
lame_21	lame_24	ajejohansson	4.0		lame	2025-01-04 23:37:37.517	1394717	1394723
lame_22	lame_13	ajejohansson	2.0		lame	2025-01-04 22:00:08.825	1394725	1394731
lame_21	lame_26	ajejohansson	2.0		lame	2025-01-04 23:34:49.464	1394717	1394720
lame_12	lame_8	ajejohansson	2.0		lame	2025-01-04 23:32:59.547	1394733	1394736
lame_21	lame_2	ajejohansson	2.0		lame	2025-01-04 23:28:09.605	1394717	1394721
lame_22	lame_18	ajejohansson	2.0		lame	2025-01-04 22:42:13.246	1394725	1394729
lame_22	lame_25	ajejohansson	4.0		lame	2025-01-04 23:32:28.872	1394725	1394726
lame_22	lame_16	ajejohansson	3.0		lame	2025-01-04 22:35:28.607	1394725	1394727
lame_12	lame_31	ajejohansson	2.0		lame	2025-01-04 22:39:15.038	1394733	1394735
lame_12	lame_27	ajejohansson	3.0		lame	2025-01-04 23:28:35.839	1394733	1394732
lame_21	lame_18	ajejohansson	2.0		lame	2025-01-04 22:17:23.647	1394717	1394729
lame_21	lame_16	ajejohansson	3.0		lame	2025-01-04 20:24:07.651	1394717	1394727
lame_22	lame_31	ajejohansson	2.0		lame	2025-01-04 23:37:41.462	1394725	1394735
lame_21	lame_29	ajejohansson	2.0		lame	2025-01-04 00:27:03.181	1394717	1394724
lame_21	lame_22	ajejohansson	4.0		lame	2025-01-04 22:52:44.986	1394717	1394725
lame_22	lame_12	ajejohansson	3.0		lame	2025-01-04 21:20:16.407	1394725	1394733
lame_27	lame_26	ajejohansson	3.0		lame	2025-01-04 23:04:26.884	1394732	1394720
lame_27	lame_20	ajejohansson	2.0		lame	2025-01-04 22:00:23.016	1394732	1394718
lame_29	lame_2	ajejohansson	2.0		lame	2025-01-04 23:37:28.523	1394724	1394721
lame_29	lame_33	ajejohansson	4.0		lame	2025-01-04 23:33:52.678	1394724	1394722
lame_27	lame_17	ajejohansson	2.0		lame	2025-01-04 23:34:04.091	1394732	1394730
lame_29	lame_23	ajejohansson	2.0		lame	2025-01-04 23:35:51.491	1394724	1394719
lame_29	lame_26	ajejohansson	3.0		lame	2025-01-04 23:08:51.804	1394724	1394720
lame_27	lame_22	ajejohansson	4.0		lame	2025-01-04 23:04:33.084	1394732	1394725
lame_29	lame_20	ajejohansson	2.0		lame	2025-01-04 22:02:29.127	1394724	1394718
lame_27	lame_24	ajejohansson	4.0		lame	2025-01-04 22:37:09.5	1394732	1394723
lame_27	lame_29	ajejohansson	2.0		lame	2025-01-04 23:10:10.232	1394732	1394724
lame_29	lame_17	ajejohansson	4.0		lame	2025-01-04 22:44:44.195	1394724	1394730
lame_29	lame_16	ajejohansson	2.0		lame	2025-01-04 23:33:31.53	1394724	1394727
lame_27	lame_31	ajejohansson	2.0		lame	2025-01-04 22:52:35.124	1394732	1394735
lame_29	lame_9	ajejohansson	2.0		lame	2025-01-04 23:35:17.553	1394724	1394728
lame_29	lame_22	ajejohansson	2.0		lame	2025-01-04 23:33:37.972	1394724	1394725
lame_29	lame_25	ajejohansson	2.0		lame	2025-01-04 21:32:10.229	1394724	1394726
lame_29	lame_24	ajejohansson	2.0		lame	2025-01-04 00:38:50.198	1394724	1394723
lame_29	lame_31	ajejohansson	2.0		lame	2025-01-04 22:02:34.936	1394724	1394735
lame_29	lame_8	ajejohansson	2.0		lame	2025-01-04 23:32:55.483	1394724	1394736
lame_29	lame_12	ajejohansson	2.0		lame	2025-01-04 22:51:30.312	1394724	1394733
lame_13	lame_26	ajejohansson	2.0		lame	2025-01-04 23:03:47.306	1394731	1394720
lame_13	lame_2	ajejohansson	4.0		lame	2025-01-04 23:02:43.85	1394731	1394721
lame_13	lame_21	ajejohansson	2.0		lame	2025-01-04 22:45:20.699	1394731	1394717
lame_24	lame_26	ajejohansson	2.0		lame	2025-01-04 21:58:08.803	1394723	1394720
lame_24	lame_2	ajejohansson	2.0		lame	2025-01-04 22:44:58.589	1394723	1394721
lame_13	lame_18	ajejohansson	4.0		lame	2025-01-04 23:06:15.854	1394731	1394729
lame_24	lame_20	ajejohansson	2.0		lame	2025-01-04 21:14:53.451	1394723	1394718
lame_13	lame_25	ajejohansson	2.0		lame	2025-01-04 22:36:07.162	1394731	1394726
lame_13	lame_16	ajejohansson	2.0		lame	2025-01-04 23:28:13.59	1394731	1394727
lame_13	lame_29	ajejohansson	2.0		lame	2025-01-04 22:38:19.881	1394731	1394724
lame_13	lame_24	ajejohansson	2.0		lame	2025-01-04 22:59:23.127	1394731	1394723
lame_24	lame_9	ajejohansson	2.0		lame	2025-01-04 00:26:39.293	1394723	1394728
lame_13	lame_8	ajejohansson	4.0		lame	2025-01-04 20:38:52.319	1394731	1394736
lame_13	lame_15	ajejohansson	4.0		lame	2025-01-04 23:04:00.758	1394731	1394734
lame_13	lame_27	ajejohansson	2.0		lame	2025-01-04 22:02:25.201	1394731	1394732
lame_13	lame_12	ajejohansson	2.0		lame	2025-01-04 20:34:20.812	1394731	1394733
lame_24	lame_15	ajejohansson	2.0		lame	2025-01-04 23:03:57.724	1394723	1394734
lame_24	lame_12	ajejohansson	3.0		lame	2025-01-04 22:38:56.333	1394723	1394733
lame_24	lame_17	ajejohansson	2.0		lame	2025-01-04 22:18:28.483	1394723	1394730
lame_17	lame_23	ajejohansson	2.0		lame	2025-01-04 22:04:41.163	1394730	1394719
lame_17	lame_21	ajejohansson	2.0		lame	2025-01-04 23:33:50.223	1394730	1394717
lame_33	lame_23	ajejohansson	2.0		lame	2025-01-04 22:41:56.843	1394722	1394719
lame_17	lame_16	ajejohansson	2.0		lame	2025-01-04 23:02:48.252	1394730	1394727
lame_17	lame_9	ajejohansson	2.0		lame	2025-01-04 22:50:20.275	1394730	1394728
lame_17	lame_22	ajejohansson	2.0		lame	2025-01-04 21:04:45.973	1394730	1394725
lame_17	lame_25	ajejohansson	2.0		lame	2025-01-04 20:24:39.537	1394730	1394726
lame_17	lame_2	ajejohansson	2.0		lame	2025-01-04 23:37:30.974	1394730	1394721
lame_17	lame_33	ajejohansson	4.0		lame	2025-01-04 00:08:16.956	1394730	1394722
lame_33	lame_16	ajejohansson	2.0		lame	2025-01-04 23:33:34.191	1394722	1394727
lame_17	lame_8	ajejohansson	2.0		lame	2025-01-04 23:38:21.919	1394730	1394736
lame_17	lame_12	ajejohansson	2.0		lame	2025-01-04 22:52:56.545	1394730	1394733
lame_33	lame_24	ajejohansson	2.0		lame	2025-01-03 23:49:07.345	1394722	1394723
lame_17	lame_13	ajejohansson	2.0		lame	2025-01-04 22:47:18.631	1394730	1394731
lame_33	lame_2	ajejohansson	2.0		lame	2025-01-04 22:42:07.654	1394722	1394721
lame_17	lame_18	ajejohansson	2.0		lame	2025-01-04 23:04:06.174	1394730	1394729
lame_33	lame_31	ajejohansson	2.0		lame	2025-01-04 22:52:51.862	1394722	1394735
lame_33	lame_12	ajejohansson	2.0		lame	2025-01-04 22:47:09.532	1394722	1394733
lame_33	lame_15	ajejohansson	2.0		lame	2025-01-04 00:13:58.923	1394722	1394734
lame_33	lame_13	ajejohansson	2.0		lame	2025-01-04 21:04:39.599	1394722	1394731
lame_33	lame_27	ajejohansson	2.0		lame	2025-01-04 23:31:58.355	1394722	1394732
